old_img_id,age,sex,race,y_mediapipe,y_dlib_hog,y_mtcnn
3431,0,0,2,1,1,1
3432,6,1,5,1,1,1
3433,3,1,5,1,1,1
3434,5,0,5,1,1,1
3435,5,1,6,1,1,1
3437,1,0,4,1,1,1
3438,3,0,3,1,1,1
3439,2,0,3,1,0,1
3440,3,0,5,1,1,1
3441,3,0,5,1,1,1
3442,3,0,3,1,1,1
3443,3,1,1,1,0,1
3444,3,1,0,1,1,1
3445,1,1,6,1,1,1
3446,4,0,5,1,1,1
3447,0,1,0,1,1,1
3448,3,1,5,1,1,1
3449,1,0,3,0,1,1
3450,2,1,6,1,1,1
3451,4,0,3,1,1,1
3452,1,0,6,1,1,1
3454,5,0,3,1,0,1
3455,4,0,2,1,1,1
3457,5,0,3,0,0,1
3458,1,0,0,1,1,1
3459,6,1,1,1,1,1
3460,2,1,5,1,1,1
3461,5,0,2,1,1,1
3462,4,1,6,1,1,1
3463,4,1,0,1,1,1
3464,5,1,5,1,1,1
3465,3,1,3,1,1,1
3466,5,0,5,1,1,1
3467,5,0,2,1,1,1
3468,4,0,6,1,1,1
3469,7,0,5,1,1,1
3471,3,1,6,1,1,1
3472,5,0,2,1,1,1
3473,8,0,3,0,0,1
3474,2,1,1,1,0,1
3475,4,0,2,1,0,1
3476,1,1,4,1,0,1
3477,3,0,1,1,1,1
3478,3,0,5,1,1,1
3479,6,1,5,1,1,1
3480,3,1,3,0,0,1
3481,2,0,0,1,1,1
3482,4,1,6,1,1,1
3483,3,0,5,1,0,1
3484,4,0,2,1,0,1
3485,4,1,5,1,1,1
3486,2,1,6,1,1,1
3489,4,1,5,1,1,1
3490,3,0,5,1,0,1
3491,3,1,2,1,1,1
3492,6,0,1,1,1,1
3493,1,0,2,1,1,1
3494,3,0,3,1,0,1
3495,3,1,2,1,0,1
3496,5,0,1,1,1,1
3497,3,1,0,1,0,1
3498,4,1,2,1,0,1
3499,3,1,1,1,1,1
3500,4,0,5,1,0,1
3501,4,1,2,1,1,1
3502,4,0,3,1,1,1
3503,4,0,3,1,0,1
3504,3,0,3,1,1,1
3505,4,0,5,1,1,1
3507,4,0,2,1,0,1
3508,2,1,2,1,1,1
3509,5,0,0,1,1,1
3510,2,0,0,1,1,1
3511,5,1,6,1,1,1
3512,5,0,3,1,0,1
3513,2,1,6,1,1,1
3514,3,1,4,1,0,1
3515,3,0,5,1,0,1
3516,4,1,5,1,0,1
3517,6,0,0,1,1,1
3518,3,1,0,1,0,1
3519,1,0,0,1,0,1
3520,4,1,1,1,0,1
3521,5,0,3,1,1,1
3522,6,0,3,1,1,1
3523,2,0,5,1,0,1
3524,2,1,3,1,1,1
3525,4,1,5,1,1,1
3526,5,0,3,1,1,1
3527,3,1,1,1,1,1
3528,4,1,0,1,0,1
3529,2,1,4,1,1,1
3530,3,0,1,1,0,1
3531,5,1,1,1,1,1
3532,4,0,4,1,1,1
3533,3,1,5,1,1,1
3534,4,1,6,1,1,1
3535,3,1,3,1,1,1
3536,0,1,0,1,1,1
3537,3,1,3,1,1,1
3538,1,1,2,1,1,1
3539,1,0,6,1,1,1
3540,4,1,1,1,1,1
3541,3,1,2,1,1,1
3542,4,1,3,1,1,1
3543,3,1,3,1,0,1
3544,4,1,2,1,1,1
3545,3,0,3,1,0,1
3546,3,0,6,1,1,1
3547,6,0,4,1,1,1
3548,3,1,6,1,1,1
3549,2,0,0,1,1,1
3550,2,1,6,1,1,1
3551,1,0,1,1,1,1
3552,3,0,6,1,0,1
3554,6,0,0,1,1,1
3555,7,0,2,1,0,1
3556,4,0,6,1,1,1
3557,5,1,1,1,1,1
3558,2,0,6,1,1,1
3559,4,1,2,1,1,1
3560,2,0,6,1,1,1
3561,5,0,1,1,1,1
3562,4,1,3,1,1,1
3563,3,1,5,1,1,1
3564,2,0,1,1,1,1
3566,1,0,5,1,1,1
3567,6,0,1,1,1,1
3568,4,0,4,1,1,1
3569,3,1,4,1,1,1
3571,4,0,6,1,1,1
3573,1,1,2,1,1,1
3574,2,0,5,1,1,1
3575,4,1,1,1,0,1
3576,1,0,1,1,0,1
3577,3,1,4,1,1,1
3578,5,1,1,1,1,1
3579,1,0,1,1,0,1
3580,4,0,5,1,1,1
3581,7,0,0,1,1,1
3582,4,0,5,1,1,1
3583,4,0,0,1,1,1
3584,4,0,3,1,1,1
3585,3,1,5,1,1,1
3586,3,0,5,1,1,1
3587,3,0,1,1,1,1
3588,2,1,5,1,1,1
3589,3,0,2,1,0,1
3590,3,0,3,1,1,1
3591,4,0,1,1,1,1
3592,5,1,0,1,1,1
3593,3,1,3,1,1,1
3594,2,0,6,1,1,1
3595,4,1,0,1,1,1
3596,3,0,3,0,0,1
3597,1,0,6,1,1,1
3598,5,0,1,1,0,1
3599,2,1,1,1,1,1
3600,1,1,1,1,1,1
3601,6,1,3,1,1,1
3602,3,1,0,1,1,1
3603,3,0,5,1,1,1
3604,6,0,5,1,1,1
3605,4,1,6,1,0,1
3606,3,0,4,1,1,1
3607,2,0,5,1,1,1
3608,5,1,1,1,1,1
3609,4,1,2,1,1,1
3610,3,1,3,1,1,0
3612,3,0,1,1,0,1
3613,4,0,2,1,1,1
3614,7,1,1,1,1,1
3615,4,1,3,1,1,1
3616,3,0,0,1,1,1
3618,2,1,1,1,1,1
3619,3,0,3,1,0,1
3620,4,0,2,1,0,1
3621,3,1,5,1,1,1
3622,1,1,5,1,1,1
3623,1,0,0,1,0,1
3624,8,1,6,1,0,1
3625,6,0,3,0,0,1
3626,2,1,6,1,1,1
3627,4,0,4,1,0,1
3628,5,0,6,1,1,1
3629,3,1,0,1,0,0
3630,2,0,1,1,1,1
3631,3,1,1,1,1,1
3632,3,0,3,1,1,1
3633,8,0,6,1,1,1
3634,4,1,1,1,1,1
3635,3,1,4,1,0,1
3636,2,1,6,1,1,1
3637,4,0,2,1,1,1
3638,4,0,3,1,0,1
3639,6,1,0,1,1,1
3640,5,0,5,1,1,1
3641,3,1,4,1,1,1
3642,3,1,1,1,1,1
3643,1,1,5,1,1,1
3644,2,0,6,1,1,1
3645,2,0,0,1,0,1
3646,4,1,4,1,0,1
3648,1,0,6,1,1,1
3649,4,1,0,1,1,1
3650,3,0,4,1,0,1
3651,0,0,0,1,1,1
3652,3,1,3,1,1,1
3653,5,0,5,1,1,1
3655,3,1,3,1,1,1
3656,3,0,1,1,1,1
3658,4,1,0,1,0,1
3659,3,1,6,1,1,1
3660,3,0,3,1,0,1
3661,5,0,2,1,1,1
3662,3,1,2,1,1,1
3663,1,1,3,1,0,0
3665,1,0,1,1,1,1
3666,6,1,3,1,0,1
3667,5,1,1,1,1,1
3668,6,1,3,1,1,1
3669,4,0,4,1,1,1
3670,2,1,0,1,1,1
3671,2,1,1,1,1,1
3672,3,1,5,1,1,1
3673,5,0,5,1,1,1
3674,4,0,4,1,1,1
3675,4,1,6,1,1,1
3676,6,0,4,1,1,1
3677,1,0,5,0,0,1
3678,3,0,5,1,1,1
3679,3,1,3,1,1,1
3680,4,0,3,1,0,1
3681,4,0,6,1,1,1
3682,2,0,2,1,1,1
3683,6,1,2,1,1,1
3684,2,1,4,1,0,1
3685,2,1,1,1,1,1
3686,3,1,2,1,0,1
3687,2,1,3,1,0,1
3688,4,0,6,1,0,1
3689,5,0,5,1,1,1
3690,5,0,5,1,1,1
3691,4,0,5,1,1,1
3692,6,0,4,1,0,1
3693,0,1,0,1,1,1
3694,4,0,5,1,1,1
3695,3,0,3,1,1,1
3697,3,0,3,1,1,1
3698,6,1,0,1,1,1
3699,5,1,6,1,1,1
3700,1,0,6,1,1,1
3701,6,1,5,1,1,1
3702,5,0,2,1,0,1
3703,3,1,3,1,1,1
3704,0,1,1,1,1,1
3705,1,1,2,1,1,1
3706,1,1,5,1,1,1
3707,4,1,5,1,1,1
3708,4,1,2,1,0,1
3709,4,0,5,1,1,1
3710,3,0,5,1,0,0
3711,3,0,4,1,1,1
3712,6,0,2,1,1,1
3713,3,0,6,1,1,1
3714,4,0,3,1,1,1
3715,4,0,4,1,0,1
3716,3,0,3,1,1,1
3717,5,0,2,0,0,0
3718,5,0,3,1,1,1
3719,4,0,0,1,0,1
3720,4,1,3,1,1,1
3721,1,0,5,1,1,1
3722,1,0,2,1,1,1
3723,5,1,3,1,1,1
3724,1,1,3,1,0,0
3725,4,0,2,1,0,1
3726,5,0,2,1,1,1
3727,2,1,1,1,1,1
3728,3,0,1,1,1,1
3729,3,0,4,1,0,1
3730,1,0,0,1,0,1
3731,1,1,6,1,1,1
3732,3,1,1,1,1,1
3733,3,1,5,1,1,1
3734,4,0,1,1,1,1
3735,1,0,2,1,1,1
3736,3,1,4,1,1,1
3737,2,1,3,1,1,1
3738,6,0,2,1,1,1
3739,2,0,2,1,0,1
3740,3,1,2,1,0,1
3741,4,0,0,1,1,1
3742,3,0,3,1,1,1
3743,2,1,1,1,0,1
3744,4,0,6,1,1,1
3745,5,1,1,1,1,1
3746,1,0,0,0,0,1
3747,1,0,0,1,0,1
3748,1,1,2,1,1,1
3749,5,1,2,1,1,1
3750,6,0,5,1,1,1
3751,1,0,5,1,1,1
3752,3,1,0,1,1,0
3753,2,1,1,1,1,1
3754,5,1,1,1,0,1
3755,3,1,1,1,1,1
3756,3,0,6,1,1,1
3757,6,1,1,1,0,1
3758,5,0,0,1,0,1
3759,1,0,2,1,1,1
3760,4,0,2,1,0,1
3761,3,1,5,1,1,1
3762,4,1,5,1,1,1
3763,4,0,5,1,1,1
3764,3,0,4,1,0,1
3765,3,0,3,1,0,1
3766,5,1,3,1,1,1
3767,1,0,6,0,0,1
3768,2,0,6,1,0,1
3769,2,1,2,1,1,1
3770,4,0,4,1,0,1
3771,2,1,2,1,1,1
3772,4,0,5,1,1,1
3773,5,0,3,1,1,1
3774,3,0,1,1,0,1
3775,3,1,6,1,1,1
3776,5,1,3,1,0,1
3777,7,0,5,1,1,1
3778,5,1,5,1,1,1
3779,2,1,5,1,1,1
3780,1,0,4,0,0,1
3781,3,0,5,1,0,1
3782,3,0,0,1,1,1
3783,3,0,3,1,0,1
3784,3,1,0,1,1,1
3785,5,0,2,1,1,1
3786,4,0,4,1,1,1
3787,3,1,5,1,1,1
3788,3,0,2,1,1,1
3790,2,1,1,1,1,1
3791,4,1,3,1,0,1
3792,5,0,4,1,1,1
3793,2,0,6,1,1,1
3794,3,0,5,1,1,1
3795,5,0,5,1,1,1
3796,3,0,6,1,1,1
3797,4,0,0,1,1,1
3798,3,0,1,1,1,1
3799,1,1,0,1,1,1
3800,4,0,6,1,0,1
3801,2,1,3,1,0,1
3802,3,1,2,1,0,1
3803,4,0,5,1,0,1
3804,3,1,2,1,1,1
3805,4,1,2,1,1,1
3806,2,0,1,1,1,1
3807,3,1,1,1,1,1
3808,2,0,0,1,1,1
3809,4,0,6,1,1,1
3810,6,1,3,1,1,1
3811,2,1,3,1,0,1
3812,4,0,3,1,1,1
3813,0,0,2,1,1,1
3814,0,0,6,1,1,1
3815,7,0,0,1,1,1
3816,2,1,4,1,1,1
3817,4,0,5,1,1,1
3818,3,0,6,1,1,1
3819,6,1,1,1,1,1
3820,3,1,2,1,1,1
3821,5,0,5,1,0,1
3822,4,1,0,1,1,1
3823,1,1,2,1,1,1
3824,5,1,0,1,1,1
3826,5,0,3,1,0,1
3827,1,1,3,1,0,1
3828,6,0,1,1,1,1
3829,5,1,2,1,1,1
3830,4,0,5,1,1,1
3831,4,0,6,1,1,1
3832,4,0,3,1,1,1
3833,2,0,0,1,1,1
3834,3,0,2,1,0,1
3835,1,0,2,1,1,1
3836,5,0,3,1,1,1
3838,3,1,0,1,0,1
3839,1,1,6,1,0,1
3840,8,0,6,1,0,1
3841,2,1,0,1,1,1
3842,4,1,3,1,1,1
3843,3,0,4,1,1,1
3844,4,1,0,1,1,1
3845,4,1,1,0,0,1
3846,2,1,5,1,1,1
3847,3,1,0,1,1,0
3848,1,0,5,1,1,1
3849,0,0,5,1,1,1
3850,3,1,5,1,1,1
3851,4,0,3,1,1,1
3852,1,1,3,1,1,1
3853,4,0,4,1,1,1
3854,5,0,3,1,1,1
3855,3,1,2,1,1,1
3857,4,0,4,1,1,1
3858,3,1,2,1,1,1
3859,3,1,1,1,1,1
3860,4,0,1,1,1,1
3861,2,1,0,1,1,1
3862,5,1,2,1,1,1
3863,3,1,2,1,1,1
3864,3,1,3,1,1,1
3865,4,1,2,1,1,1
3866,6,1,6,1,1,1
3867,4,1,2,1,1,1
3868,3,0,5,1,1,1
3869,1,0,2,1,0,1
3870,5,1,5,1,0,1
3871,3,0,2,1,1,1
3872,1,0,1,1,1,1
3873,5,0,4,1,1,1
3874,3,0,5,1,0,1
3875,4,1,3,1,1,1
3876,4,1,3,1,1,1
3877,4,1,5,1,0,1
3878,4,1,2,1,1,1
3879,4,1,5,1,1,1
3880,5,0,3,1,1,1
3881,2,0,2,1,1,1
3882,3,1,5,1,1,1
3883,7,0,4,0,0,1
3884,7,0,3,1,1,1
3885,6,0,4,1,0,1
3886,5,0,3,1,1,1
3887,4,0,6,1,0,1
3888,1,0,1,1,1,1
3889,1,0,3,1,0,1
3890,4,0,6,1,0,0
3891,1,0,0,1,1,1
3892,5,0,2,1,1,1
3893,7,1,1,1,1,1
3894,4,0,0,1,1,1
3895,3,1,6,1,0,1
3896,4,1,0,1,1,1
3897,3,1,6,1,1,1
3898,3,1,0,1,1,1
3899,6,1,3,1,1,1
3900,3,0,5,1,1,1
3901,4,0,2,1,0,1
3902,5,0,2,1,1,1
3903,0,0,2,1,1,1
3904,4,0,6,1,1,1
3905,5,0,1,1,0,1
3906,2,1,6,1,1,1
3907,1,0,5,1,1,1
3908,6,1,3,1,1,1
3909,4,1,5,1,1,1
3910,1,1,2,1,1,1
3911,4,0,6,1,0,1
3912,6,0,3,1,1,1
3913,1,1,5,1,1,1
3914,5,0,0,0,0,1
3915,4,0,3,1,0,1
3917,7,0,4,1,1,1
3918,4,1,6,1,1,1
3919,0,0,3,1,0,1
3920,4,0,0,1,0,1
3921,5,0,5,1,0,1
3922,3,1,6,1,1,1
3923,3,1,3,1,1,1
3924,2,0,6,1,1,1
3925,6,0,3,0,1,1
3926,4,0,4,1,1,1
3927,3,1,3,1,1,1
3928,3,0,2,1,1,1
3929,3,0,2,1,0,1
3930,3,1,1,1,1,1
3931,4,0,3,1,1,1
3932,4,1,1,1,1,1
3933,3,0,3,0,0,0
3934,3,0,5,1,0,1
3935,5,1,3,1,0,1
3936,5,1,1,1,1,1
3937,3,1,5,1,0,1
3938,4,1,3,1,0,1
3939,2,0,3,1,1,1
3940,3,1,2,1,1,1
3941,7,1,5,1,1,1
3942,1,0,2,1,1,1
3943,4,1,3,1,1,1
3945,4,1,4,1,1,1
3946,4,0,2,1,1,1
3947,5,0,3,1,1,1
3948,6,0,5,1,1,1
3949,1,0,6,1,1,1
3950,1,1,0,1,1,1
3951,8,1,2,1,1,1
3952,3,1,3,1,1,1
3953,5,0,6,1,1,1
3954,5,0,2,1,0,1
3955,2,0,2,1,1,1
3956,1,0,4,1,1,1
3957,1,0,5,1,0,1
3958,4,0,4,1,1,1
3959,3,1,3,1,1,1
3960,8,1,2,1,1,1
3961,3,1,5,1,0,1
3962,2,0,2,1,1,1
3964,4,1,6,1,1,1
3965,1,0,1,1,1,1
3966,2,1,5,1,0,1
3967,3,1,5,1,1,1
3968,5,1,6,1,1,1
3969,5,0,5,0,0,1
3970,3,0,1,1,1,1
3971,4,0,6,1,1,1
3973,1,0,3,1,1,1
3976,5,1,5,1,1,1
3977,2,0,6,1,1,1
3978,5,0,1,1,1,1
3979,4,0,0,1,1,1
3980,3,0,2,1,1,1
3981,3,0,1,1,1,1
3983,3,1,3,1,1,1
3984,7,1,2,1,0,1
3985,5,0,3,1,1,1
3986,2,0,4,1,1,1
3987,3,1,4,1,1,1
3988,4,0,1,1,0,1
3989,4,0,3,1,1,1
3990,1,0,2,1,0,1
3992,1,0,6,1,1,1
3994,3,1,3,1,1,1
3995,3,1,3,1,1,1
3996,4,0,3,1,1,1
3997,2,1,6,1,1,1
3998,3,0,5,1,1,1
3999,4,0,5,1,1,1
4000,5,1,5,1,1,1
4001,0,0,0,1,1,1
4002,4,1,1,1,1,1
4003,4,1,3,1,1,1
4004,6,1,5,1,1,1
4005,3,1,6,1,0,1
4006,5,0,1,1,0,1
4009,3,0,1,1,0,1
4010,3,1,5,1,1,1
4011,2,1,1,1,1,1
4012,4,0,3,1,0,1
4013,4,1,0,1,0,1
4014,3,1,4,1,1,1
4015,3,0,5,1,1,1
4016,2,1,0,1,1,1
4017,4,0,5,1,1,1
4018,3,1,1,1,1,1
4020,3,1,4,1,1,1
4021,4,0,6,1,0,0
4022,4,0,2,1,1,1
4023,5,1,6,1,0,1
4024,3,1,0,1,1,1
4025,3,1,2,1,1,1
4026,5,0,5,1,1,1
4027,1,0,2,1,0,1
4028,3,0,6,1,1,1
4029,4,1,2,1,1,1
4030,2,1,6,1,1,1
4031,6,0,1,1,1,1
4032,2,1,2,1,1,1
4033,7,0,3,1,0,1
4034,8,0,1,1,1,1
4035,3,0,4,1,1,1
4036,0,0,0,1,1,1
4037,6,1,4,1,0,1
4038,1,0,2,1,1,1
4039,4,0,3,1,1,1
4040,3,0,6,1,0,1
4043,6,0,1,1,1,1
4044,3,1,0,1,0,1
4045,3,1,3,1,1,1
4046,3,1,2,0,0,1
4047,4,0,2,1,1,1
4048,3,1,3,1,0,1
4049,3,0,3,0,0,1
4050,1,0,4,1,1,1
4051,7,0,0,1,0,1
4053,3,1,0,1,0,1
4054,3,1,1,1,1,1
4055,5,1,4,1,1,1
4056,0,0,0,1,0,1
4058,3,1,6,1,0,1
4059,3,1,6,1,1,1
4061,7,0,5,1,1,1
4062,4,0,3,1,1,1
4063,4,1,2,0,0,0
4064,4,1,5,1,1,1
4065,3,1,3,1,0,1
4066,4,1,1,1,1,1
4067,3,1,1,1,1,1
4068,5,1,6,1,1,1
4069,4,1,2,1,1,1
4070,6,0,3,1,1,1
4071,2,0,2,1,1,1
4072,3,0,2,1,0,1
4073,2,0,3,1,1,1
4074,6,1,4,1,1,1
4075,6,0,6,1,0,1
4076,0,1,1,1,1,1
4077,6,1,2,1,1,1
4078,1,1,0,1,1,1
4079,4,1,3,1,1,1
4081,6,1,3,1,0,1
4082,2,1,4,1,1,1
4083,4,0,4,1,1,1
4084,6,1,6,1,0,1
4085,1,1,1,1,1,1
4086,4,0,5,1,1,1
4087,3,0,1,1,1,1
4088,1,0,0,1,1,1
4089,1,1,5,1,0,1
4090,1,0,2,1,1,1
4091,6,1,2,1,0,1
4092,3,1,1,1,1,1
4093,2,1,1,1,0,1
4094,3,0,5,1,1,1
4095,2,0,2,1,1,1
4096,1,1,3,1,1,1
4097,6,0,2,1,0,1
4098,6,0,3,1,0,1
4099,4,0,0,1,1,1
4100,3,1,1,1,1,1
4101,3,1,0,1,1,1
4102,2,1,3,1,1,1
4103,3,0,0,1,1,1
4104,7,0,5,1,1,1
4105,1,0,2,1,1,1
4106,4,0,0,1,1,1
4107,6,0,2,1,0,1
4108,3,1,2,1,1,1
4109,3,1,4,1,0,1
4110,5,0,2,1,1,1
4112,7,1,2,1,1,1
4113,1,0,5,1,1,1
4114,3,0,3,1,0,1
4115,3,0,4,1,1,1
4116,8,1,3,1,1,1
4117,3,0,2,1,0,1
4118,3,1,1,1,1,1
4119,3,1,0,1,1,1
4120,4,1,6,1,1,1
4121,4,0,0,1,1,1
4122,3,1,0,1,1,1
4123,6,1,5,1,1,1
4124,1,0,5,1,1,1
4125,7,0,4,1,0,1
4126,3,0,3,1,1,1
4127,3,0,1,1,1,1
4128,3,1,3,1,0,1
4129,2,1,0,1,1,1
4130,2,0,4,1,1,1
4131,3,1,1,1,1,1
4132,2,1,3,1,1,1
4133,5,1,4,1,1,1
4134,3,1,5,1,1,1
4135,3,1,2,1,1,1
4136,4,1,3,1,1,1
4137,4,0,4,1,1,1
4138,4,1,3,1,1,1
4139,3,0,3,1,1,1
4140,3,1,2,1,1,1
4141,2,0,0,1,0,1
4143,1,0,5,1,0,1
4144,4,0,4,1,1,1
4145,5,1,6,1,1,1
4146,5,1,2,1,1,1
4147,4,0,0,1,1,1
4148,3,1,3,1,1,1
4149,2,1,3,0,1,1
4150,3,1,6,1,1,1
4151,2,1,2,1,1,1
4152,3,1,3,1,1,1
4153,3,1,6,1,1,1
4155,4,0,0,1,1,1
4156,5,0,4,1,1,1
4157,3,0,0,1,1,1
4158,1,0,0,1,1,1
4159,3,0,3,1,1,1
4160,3,0,3,1,0,1
4161,4,0,4,1,1,1
4162,4,0,1,1,0,1
4163,5,0,2,1,1,1
4164,3,1,1,1,0,1
4165,6,0,5,1,1,1
4166,3,0,0,1,1,1
4167,4,0,6,1,1,1
4168,6,1,3,1,1,1
4169,6,1,5,1,1,1
4170,1,0,5,1,1,1
4171,5,0,2,1,1,1
4172,4,1,2,1,1,1
4173,4,1,1,1,1,1
4174,1,1,0,1,1,1
4175,5,0,0,1,1,1
4176,2,0,2,1,0,1
4177,3,0,0,1,0,1
4179,1,1,6,1,0,1
4180,3,0,2,1,0,1
4181,6,0,3,1,1,1
4182,3,0,0,1,0,1
4183,2,0,4,1,0,1
4184,6,1,0,1,1,1
4185,1,0,1,1,1,1
4186,6,0,4,1,1,1
4187,2,0,2,1,0,1
4188,3,1,5,1,1,1
4189,6,1,2,1,1,1
4190,4,1,5,1,1,1
4192,2,1,2,1,1,1
4193,1,0,2,1,1,1
4194,2,1,2,1,0,1
4195,3,0,2,1,0,0
4196,3,1,6,1,1,1
4197,6,0,6,1,0,1
4199,5,0,2,1,0,1
4200,3,0,5,1,1,1
4201,4,0,3,1,0,1
4202,4,0,0,1,1,1
4203,3,1,5,1,1,1
4204,4,0,0,1,1,1
4205,4,1,5,1,1,1
4206,5,1,2,1,1,1
4207,1,0,5,1,1,1
4208,1,0,5,1,0,1
4209,5,0,5,1,1,1
4210,3,1,6,1,1,1
4212,8,1,2,1,1,1
4213,5,1,2,1,0,1
4214,1,1,5,1,0,1
4215,4,0,3,1,1,1
4216,0,0,0,1,1,1
4217,3,1,0,1,1,1
4218,4,1,2,1,1,1
4219,4,1,0,1,1,1
4220,5,0,0,1,0,1
4221,3,0,5,0,0,1
4222,1,1,5,1,1,1
4223,7,0,2,0,1,1
4224,3,1,3,1,1,1
4225,3,1,3,1,0,1
4226,3,1,3,1,1,1
4227,1,1,0,1,1,1
4228,5,1,5,1,1,1
4229,3,0,1,1,1,1
4230,5,1,0,1,1,1
4232,2,0,5,1,1,1
4233,4,0,0,1,1,1
4234,7,0,0,1,1,1
4235,2,1,2,1,1,1
4236,4,0,1,1,0,1
4237,3,1,0,1,1,1
4238,3,1,2,1,0,1
4240,3,1,2,0,0,1
4241,4,1,5,1,1,1
4242,6,1,6,1,1,1
4243,3,0,3,1,1,1
4244,0,0,6,1,1,1
4245,2,1,0,1,1,1
4246,6,1,1,1,0,1
4247,3,1,0,1,1,1
4248,6,0,3,1,1,1
4249,2,1,6,1,0,1
4250,4,1,6,1,1,1
4251,2,1,4,0,0,1
4252,2,0,2,1,0,1
4253,3,1,1,1,0,1
4254,4,0,4,1,1,1
4255,3,1,0,1,0,1
4256,4,1,3,1,1,1
4257,1,1,6,1,1,1
4258,4,1,3,1,1,1
4259,6,1,1,1,1,1
4260,7,0,4,1,1,1
4261,2,1,0,1,1,1
4262,1,1,5,1,1,1
4263,4,0,6,1,0,1
4264,6,0,3,1,1,1
4265,4,1,2,1,1,1
4266,4,0,0,1,0,1
4267,1,0,2,1,1,1
4268,6,0,3,1,0,1
4269,4,0,3,1,0,1
4270,4,1,1,1,1,1
4272,3,1,2,1,1,1
4273,2,1,5,1,1,1
4274,1,1,1,1,0,1
4275,5,0,0,1,1,1
4276,5,1,0,1,1,1
4277,4,1,0,1,1,1
4278,1,1,1,1,1,1
4279,2,0,1,1,1,1
4280,5,0,0,1,1,1
4281,4,0,3,1,0,1
4282,4,0,5,1,1,1
4283,3,1,3,1,1,1
4284,4,1,3,1,1,1
4285,3,0,0,1,1,1
4286,1,1,6,1,1,1
4287,4,1,0,1,1,1
4288,4,1,1,1,1,1
4289,3,0,4,1,1,1
4290,0,0,2,1,1,1
4291,4,1,2,1,0,1
4292,3,1,6,1,0,1
4294,2,0,2,1,1,1
4295,6,0,3,1,1,1
4296,2,0,6,1,1,1
4297,4,1,5,1,0,1
4298,3,0,0,1,0,1
4299,1,1,6,1,1,1
4300,4,0,0,1,1,1
4301,3,1,2,1,1,1
4302,5,1,4,1,1,1
4303,3,1,0,1,1,1
4304,1,0,4,1,1,1
4305,3,1,6,1,1,1
4306,3,1,0,1,1,1
4307,1,0,6,1,1,1
4308,4,1,3,0,0,0
4309,4,0,6,1,1,1
4310,3,0,3,1,1,1
4311,3,1,3,1,0,1
4312,5,1,3,1,1,1
4313,3,1,3,1,1,1
4314,4,0,6,1,1,1
4315,3,1,5,1,1,1
4317,3,0,4,1,1,1
4318,1,0,4,1,1,1
4319,2,1,3,1,1,1
4320,1,1,1,1,1,1
4321,3,1,5,1,1,1
4322,2,0,2,1,1,1
4323,1,1,5,1,1,1
4324,2,0,4,1,1,1
4325,4,0,3,1,1,1
4326,5,0,1,1,1,1
4327,3,1,0,1,1,1
4328,0,0,0,1,1,1
4329,4,0,5,1,1,1
4330,4,0,0,1,1,1
4331,2,0,2,1,1,1
4332,2,1,2,1,1,1
4333,2,0,1,1,1,1
4334,3,1,1,1,1,1
4335,4,0,4,1,1,1
4336,1,1,0,1,1,1
4337,2,0,4,1,0,1
4339,1,0,3,1,1,1
4340,5,1,6,1,0,1
4341,2,1,1,1,0,1
4342,3,0,3,1,1,1
4343,3,0,5,1,1,1
4344,4,1,6,1,0,1
4345,6,0,5,1,1,1
4346,4,0,2,1,1,1
4347,4,0,1,1,0,0
4349,4,0,3,0,1,1
4350,3,1,0,1,1,1
4351,8,0,6,1,1,1
4352,1,0,1,1,1,1
4353,5,1,4,1,0,1
4354,5,0,4,1,1,1
4355,4,0,4,1,1,1
4356,3,1,2,1,1,1
4357,1,0,5,1,1,1
4358,3,1,2,1,1,1
4359,3,0,3,1,1,1
4360,1,0,0,1,0,0
4361,4,0,3,1,1,1
4362,1,0,4,1,0,1
4363,2,0,6,1,1,1
4364,4,1,0,1,0,1
4365,3,0,0,1,0,1
4366,1,1,2,1,1,1
4367,3,0,0,1,1,1
4368,6,1,1,1,1,1
4369,3,1,5,1,1,1
4370,7,1,1,1,0,1
4371,2,1,3,1,0,1
4372,3,1,0,1,0,1
4373,2,0,3,0,0,1
4374,6,1,5,1,1,1
4375,4,0,1,1,0,1
4376,4,1,3,1,0,1
4377,3,1,3,1,1,1
4378,2,1,3,1,1,1
4379,2,0,5,1,1,1
4380,1,0,0,1,1,1
4382,4,1,6,1,1,1
4384,4,1,2,1,1,1
4385,4,1,1,1,1,1
4386,4,0,5,1,1,1
4387,5,0,5,1,1,1
4388,1,0,5,1,1,1
4389,3,0,4,1,0,1
4390,3,0,1,1,1,1
4392,5,0,4,1,1,1
4393,5,0,3,1,1,1
4394,7,0,0,1,1,1
4395,3,0,0,1,1,1
4396,5,1,2,1,1,1
4397,3,1,0,1,1,1
4399,2,1,2,1,0,1
4400,6,1,3,1,1,1
4401,4,0,2,1,1,1
4402,2,1,6,1,1,1
4403,3,1,5,1,1,1
4404,3,1,3,1,1,1
4405,4,0,5,1,1,1
4406,7,0,4,1,0,1
4407,4,1,2,1,1,1
4408,4,0,1,1,1,1
4409,7,0,3,1,1,1
4410,4,0,3,1,1,1
4411,4,0,3,1,1,1
4412,4,1,1,1,1,1
4413,0,0,3,1,1,1
4414,4,1,1,1,1,1
4415,3,1,1,1,0,1
4416,2,0,1,1,1,1
4417,3,1,0,1,0,1
4418,5,0,6,1,0,1
